,youtuber,subscribers,name,upload_date,hits,likes_num,dislikes_num
0,승우아빠 - YouTube,구독자 44.2만명,당신의 요리실력을 망치는 인터넷 레시피의 문제점,2019. 10. 7.,"101,992회",2천개,60개
0,승우아빠 - YouTube,구독자 44.2만명,라이스버거 재출시? 롯데리아의 큰그림은 무엇일까,2019. 10. 6.,"111,572회",1.5천개,41개
0,승우아빠 - YouTube,구독자 44.2만명,게임 요리책을 그대로 따라해 보았습니다 (꿀이끼/언더시티 팬케이크) feat.신사임당,최초 공개: 2019. 10. 4.,"229,160회",3.7천개,72개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 스팸요리 8가지,2019. 10. 2.,"3,543,015회",4.2만개,1.5천개
0,승우아빠 - YouTube,구독자 44.2만명,알아두면 쓸데있는 치즈 상식들,2019. 10. 1.,"128,178회",2.6천개,38개
0,승우아빠 - YouTube,구독자 44.2만명,파스타의 함정에서 빠져 나오는 시간만 14400초,2019. 9. 30.,"233,217회",3천개,44개
0,승우아빠 - YouTube,구독자 44.2만명,수직 상승하는 에어프라이어 시장과 재도약하는 아웃백스테이크 그리고 라이스버거 이야기,2019. 9. 28.,"116,170회",1.6천개,31개
0,승우아빠 - YouTube,구독자 44.2만명,떡볶이를 천상계로 끌어올리는 셰프의 킥 두가지,2019. 9. 26.,"168,885회",2.3천개,80개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 북어채요리 8가지,2019. 9. 25.,"76,191회",1.5천개,24개
0,승우아빠 - YouTube,구독자 44.2만명,도미탕수 만들다 일어난 일,2019. 9. 24.,"88,735회",1.1천개,26개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 소세지 야채볶음,최초 공개: 2019. 9. 23.,"255,955회",3.3천개,89개
0,승우아빠 - YouTube,구독자 44.2만명,셰프가 생각하는 TV 요리프로의 문제점,2019. 9. 22.,"104,739회",1.5천개,32개
0,승우아빠 - YouTube,구독자 44.2만명,알아두면 쓸떼있는 향신료 상식들,2019. 9. 20.,"74,491회",1.8천개,23개
0,승우아빠 - YouTube,구독자 44.2만명,아무 닭이나 교촌치킨 맛이되는 기적의 레시피,2019. 9. 19.,"229,655회",3.5천개,97개
0,승우아빠 - YouTube,구독자 44.2만명,한우가 점점 비싸지는 이유,2019. 9. 18.,"177,848회",2.4천개,73개
0,승우아빠 - YouTube,구독자 44.2만명,기름에 빠진 오리 구출하기,2019. 9. 17.,"225,836회",2.3천개,59개
0,승우아빠 - YouTube,구독자 44.2만명,닭껍질 다음은 닭똥집?! KFC가 이런 제품을 만드는 이유,2019. 9. 16.,"77,167회",1.1천개,26개
0,승우아빠 - YouTube,구독자 44.2만명,뻥튀기를 먹는 아주 특별한 방법을 소개합니다,2019. 9. 13.,"67,714회",1천개,19개
0,승우아빠 - YouTube,구독자 44.2만명,최고급 미슐랭 레스토랑은 돈을 얼마나 벌까?,2019. 9. 12.,"155,501회",2.4천개,63개
0,승우아빠 - YouTube,구독자 44.2만명,닭강정 수류탄 만들다가 탈주하는 영상,최초 공개: 2019. 9. 11.,"155,251회",1.8천개,30개
0,승우아빠 - YouTube,구독자 44.2만명,텍사스 브리스킷을 집에서 만들어 보았습니다,최초 공개: 2019. 9. 10.,"623,433회",5.4천개,227개
0,승우아빠 - YouTube,구독자 44.2만명,서울의 대표음식이 양꼬치라고..? 전국 음식지도 리뷰,2019. 9. 9.,"37,307회",589개,14개
0,승우아빠 - YouTube,구독자 44.2만명,"시급400원 로봇직원의 등장, 이제는 치킨도 로봇이 튀긴다? 9월1주차 식품업계소식 정리",2019. 9. 9.,"108,082회",1.3천개,55개
0,승우아빠 - YouTube,구독자 44.2만명,쌈장이 지겨우면 '이것' 을 고기에 쌈싸드세요,2019. 9. 6.,"75,031회",962개,16개
0,승우아빠 - YouTube,구독자 44.2만명,나이트클럽 교수님의 후추 스테이크,2019. 9. 5.,"129,205회",1.5천개,35개
0,승우아빠 - YouTube,구독자 44.2만명,SKT T1 Burger (8회우승 헌정영상),최초 공개: 2019. 9. 4.,"205,049회",4.8천개,75개
0,승우아빠 - YouTube,구독자 44.2만명,SKT T1 버거... (라이브 풀버전),실시간 스트리밍 시작일: 2019. 9. 3.,"191,324회",1.2천개,181개
0,승우아빠 - YouTube,구독자 44.2만명,불타는 마라 치즈 우동과 정신나간 텐션의 레시피쇼,2019. 9. 3.,"88,408회",1.1천개,46개
0,승우아빠 - YouTube,구독자 44.2만명,타채널 도네후원 광고의혹 해명합니다,2019. 9. 2.,"66,083회",1.2천개,31개
0,승우아빠 - YouTube,구독자 44.2만명,치킨없는 치킨? 살안찌는 치킨이 나온다구?,2019. 9. 1.,"101,171회",1.7천개,32개
0,승우아빠 - YouTube,구독자 44.2만명,당겨먹는 돼지고기 통바베큐,2019. 8. 30.,"307,323회",3.1천개,56개
0,승우아빠 - YouTube,구독자 44.2만명,바삭바삭한 육회를 만들어버린 교수님,2019. 8. 29.,"151,195회",1.6천개,34개
0,승우아빠 - YouTube,구독자 44.2만명,고든램지의 비프 웰링턴을 따라해 보았다 (실패주의),2019. 8. 27.,"295,093회",3.8천개,92개
0,승우아빠 - YouTube,구독자 44.2만명,셰프에게 군소를 주면 벌어지는일2,2019. 8. 26.,"159,519회",1.3천개,40개
0,승우아빠 - YouTube,구독자 44.2만명,냉면과 막국수는 뭐가 다를까?,2019. 8. 25.,"72,574회",1.1천개,29개
0,승우아빠 - YouTube,구독자 44.2만명,우유도 튀겨먹는다구?,2019. 8. 24.,"62,710회",832개,15개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 마요네즈요리 6가지,2019. 8. 23.,"201,406회",2.8천개,67개
0,승우아빠 - YouTube,구독자 44.2만명,새로나온 미역국맛 참치 미역국 리뷰,2019. 8. 22.,"58,930회",946개,13개
0,승우아빠 - YouTube,구독자 44.2만명,대형 유튜버도 못 알아보는 신입 유튜버가 있다?,2019. 8. 21.,"105,469회",1.6천개,35개
0,승우아빠 - YouTube,구독자 44.2만명,흑당+마라+삼겹살+롤,최초 공개: 2019. 8. 20.,"162,215회",2.5천개,54개
0,승우아빠 - YouTube,구독자 44.2만명,세상간단한 마요네즈 만들기 (청정원 이벤트 추첨영상),실시간 스트리밍 시작일: 2019. 8. 17.,"38,833회",523개,15개
0,승우아빠 - YouTube,구독자 44.2만명,스팸과 런천미트는 뭐가 다른걸까?,2019. 8. 18.,"287,016회",3.7천개,244개
0,승우아빠 - YouTube,구독자 44.2만명,갈비찜 40분만에 만드는 간단한 방법,최초 공개: 2019. 8. 16.,"244,098회",3.6천개,69개
0,승우아빠 - YouTube,구독자 44.2만명,김치전 바삭하게 만드는 방법,2019. 8. 15.,"283,384회",3.2천개,154개
0,승우아빠 - YouTube,구독자 44.2만명,유튜브 성공확률 높이는 의식 치르기,2019. 8. 13.,"73,731회",1.3천개,20개
0,승우아빠 - YouTube,구독자 44.2만명,1등이 이미 정해져있는 인기투표가 있다?!,2019. 8. 12.,"131,066회",2.3천개,157개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 조미료요리 4가지,최초 공개: 2019. 8. 9.,"53,611회",1.5천개,25개
0,승우아빠 - YouTube,구독자 44.2만명,해물 없는 해물 볶음밥을 먹을빠에야,2019. 8. 8.,"41,656회",697개,13개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 돼지고기 요리 8가지,2019. 8. 7.,"696,414회",8.7천개,211개
0,승우아빠 - YouTube,구독자 44.2만명,내이름은 김삼순을 보고 요리사가 된 사람이 있다?,2019. 8. 6.,"91,542회",1.6천개,23개
0,승우아빠 - YouTube,구독자 44.2만명,사랑으로 만든 1주년 기념케이크,2019. 8. 5.,"45,452회",1.3천개,18개
0,승우아빠 - YouTube,구독자 44.2만명,펩시와 코카콜라의 진짜 차이점,2019. 8. 4.,"283,294회",3.7천개,171개
0,승우아빠 - YouTube,구독자 44.2만명,요리로 여자를 꼬실 수 있나요? / 엄마 김치찌개는 맛있는데 내껀 왜이런가요?,2019. 8. 2.,"30,179회",671개,14개
0,승우아빠 - YouTube,구독자 44.2만명,배보다 배꼽이 더 큰 꼬막비빔밥과 골뱅이비빔면,2019. 8. 1.,"41,746회",878개,15개
0,승우아빠 - YouTube,구독자 44.2만명,세상 간단한 냉동만두 요리 8가지,2019. 7. 29.,"341,498회",4.4천개,100개
0,승우아빠 - YouTube,구독자 44.2만명,롯데 불매와 마라식당 위생적발에 대한 뉴스,2019. 7. 28.,"104,081회",1.8천개,39개
0,승우아빠 - YouTube,구독자 44.2만명,요리사는 실제로 집에서 요리를 안할까?,2019. 7. 26.,"46,456회",1천개,10개
0,승우아빠 - YouTube,구독자 44.2만명,최후의 만찬,2019. 7. 24.,"429,684회",5.3천개,128개
0,승우아빠 - YouTube,구독자 44.2만명,꺼진불닭 다시보자,2019. 7. 23.,"50,269회",1천개,10개
0,승우아빠 - YouTube,구독자 44.2만명,마라와 흑당에 열광하고 빕스가 하나 둘 사라지는 이유,2019. 7. 21.,"237,622회",3.3천개,85개
0,승우아빠 - YouTube,구독자 44.2만명,신개념 최신트렌드 음료를 먹어 보았습니다,2019. 7. 20.,"39,413회",843개,15개
